cultures,2164
Javanese,2165
concludes,2166
somehow,2167
sarcastically,2168
possibly,2169
convinced,2170
Tall,2171
ground,2172
laughs,2173
loudly,2174
funny,2175
damn,2176
exhausted,2177
depressed,2178
feeling,2179
terrible,2180
taking,2181
almost,2182
three,2183
tremendous,2184
3rd,2185
Greenland,2186
Papua,2187
documenting,2188
mighty,2189
rivers,2190
Kapuas,2191
mercury,2192
leveled,2193
mining,2194
sprawls,2195
converted,2196
Chemicals,2197
black,2198
carcinogenic,2199
creeks,2200
filth,2201
everywhere,2202
Coal,2203
barges,2204
exporting,2205
bowels,2206
corners,2207
Villages,2208
towns,2209
surrounded,2210
enterprises,2211
Beaches,2212
Children,2213
running,2214
escaping,2215
care,2216
better,2217
cheaper,2218
collecting,2219
material,2220
huge,2221
documentary,2222
film,2223
book,2224
demise,2225
Amazonia,2226
rapid,2227
recorded,2228
Brazil,2229
nerves,2230
insanity,2231
backing,2232
country,2233
choking,2234
populous,2235
nation,2236
indoctrinated,2237
pro-Western,2238
pro-business,2239
diversity,2240
mercy,2241
consumes,2242
cutting,2243
polluting,2244
riches,2245
multi-national,2246
prefer,2247
forest,2248
sustainable,2249
Even,2250
gets,2251
ridiculous.,2252
Yes,2253
locust,2254
supported,2255
foreign,2256
stay,2257
plunder,2258
produce,2259
plunders,2260
buys,2261
toys,2262
loot,2263
terribly,2264
frightening,2265
sight,2266
make-believe,2267
lie,2268
planners,2269
ransacked,2270
Deforestation,2271
desolation,2272
marks,2273
Rainforests,2274
clear,2275
cut,2276
